longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-119.8,36.83,17,1560,261,709,258,4.3315,INLAND,95800
-117.66,34.14,8,1692,253,857,251,6.9418,INLAND,310500
-119.04,36.07,17,2623,659,1912,618,1.5893,INLAND,52000
-117.33,34.15,28,1473,333,1196,312,1.6993,INLAND,67800
-122.21,40.18,30,744,156,410,165,2.1898,INLAND,63200
-117.58,34.1,4,6360,1584,3359,1396,3.5186,INLAND,127800
-121.6,37.9,5,14684,2252,4276,1722,6.9051,INLAND,340900
-121.36,38.73,21,2253,416,1050,411,3.141,INLAND,220100
-119.34,36.21,22,3065,726,2165,738,1.4792,INLAND,54400
-121.23,37.95,36,811,168,514,152,2.625,INLAND,89200
-120.36,36.13,29,1938,434,1306,415,3.0134,INLAND,55500
-116.86,34.31,19,1649,328,382,151,4.0556,INLAND,133000
-117.34,33.94,13,7910,,3382,1176,5.5563,INLAND,214500
-119.03,35.45,14,3520,604,1748,582,4.3162,INLAND,87100
-118.95,35.37,34,1672,359,1059,349,2.1588,INLAND,61300
-119.45,35.16,34,3437,696,1783,608,2.3912,INLAND,52900
-120.85,37.77,52,436,81,197,68,1.8625,INLAND,85400
-119.06,36.08,19,2554,443,1301,419,4.1856,INLAND,72100
-121.35,38.02,15,3583,644,2183,643,3.428,INLAND,140700
-119.01,35.38,44,434,110,274,86,1.1944,INLAND,57500
-121.11,37.47,12,2263,410,913,330,3.5795,INLAND,145600
-121.44,38.52,36,3446,950,2460,847,1.6521,INLAND,69700
-121.88,38.02,46,2112,466,1249,382,2.5737,INLAND,87000
-117.55,34,17,3583,700,1587,719,2.6979,INLAND,75000
-122.28,41.38,15,5266,1031,2147,885,2.8036,INLAND,110100
-120.93,37.56,17,1812,361,672,334,1.55,INLAND,166100
-117.75,34.04,22,2948,636,2600,602,3.125,INLAND,113600
-121.41,38.58,18,6955,1882,2803,1740,3.089,INLAND,141400
-121.31,37.97,45,2604,454,988,442,3.6667,INLAND,123100
-120.27,37.12,42,1142,236,597,210,1.7279,INLAND,52300
-119.34,36.33,17,2250,430,1218,468,4.1812,INLAND,93700
-119.28,36.52,19,1402,324,1327,316,2.25,INLAND,53200
-121.53,38.6,25,5154,1105,3196,1073,2.7566,INLAND,80200
-117.76,34.05,36,2910,819,3055,782,1.9029,INLAND,98000
-117.41,34.08,38,1541,290,861,299,3.5655,INLAND,95600
-117.99,34.08,35,1032,207,954,191,2.8906,INLAND,134800
-120.63,36.98,20,2380,489,1581,505,2.0595,INLAND,61300
-121.52,38.58,24,938,275,508,253,1.642,INLAND,32500
-121.29,38.63,24,2868,527,1284,487,3.3182,INLAND,213000
-117.95,35.08,1,83,15,32,15,4.875,INLAND,141700
-117.46,33.94,26,2481,620,2411,552,1.7059,INLAND,85800
-121.98,38.29,4,8778,1291,4010,1188,5.4399,INLAND,187100
-117.14,34.06,15,3057,510,1154,460,3.9741,INLAND,141100
-121.39,38.51,19,1808,375,758,320,2.0062,INLAND,92000
-119.06,36.15,20,1282,273,852,247,1.6354,INLAND,49000
-118.29,34.36,34,503,99,275,68,4.5491,INLAND,375000
-120.41,38.03,14,2061,465,859,462,2.1289,INLAND,115300
-117.21,33.82,2,4198,805,1943,673,3.9052,INLAND,122100
-117.71,34.07,24,1948,362,1286,364,3.6,INLAND,139300
-117.57,34.02,5,6933,1311,3845,1285,4.6727,INLAND,158900
-121.48,38.58,52,2501,757,1081,708,1.5872,INLAND,157500
-118.94,35.37,33,3372,741,2352,704,2.0643,INLAND,57600
-119.87,36.34,26,1414,265,779,249,2.9167,INLAND,83900
-121.29,37.95,52,107,79,167,53,0.7917,INLAND,22500
-115.6,33.04,31,314,61,152,56,3.3472,INLAND,91700
-118.02,34.14,31,6854,1578,4131,1524,3.5878,INLAND,222800
-121.84,37.98,8,7505,1089,3325,1016,5.2699,INLAND,204200
-121.15,38.21,18,4176,700,2164,699,4.0365,INLAND,174200
-121.26,38.66,8,1145,241,447,216,4.0781,INLAND,124300
-117.55,33.88,19,2472,618,2143,610,2.2372,INLAND,108800
-117.27,34.13,36,3337,687,2388,589,2.9628,INLAND,87800
-119.84,36.8,16,2849,506,1508,478,3.4074,INLAND,72700
-120.9,37.66,19,3377,669,2426,663,2.9783,INLAND,82500
-117.62,34.07,15,4061,811,2884,734,3.3936,INLAND,127000
-119.61,36.58,29,1312,280,788,271,2.6974,INLAND,73000
-120.27,37.12,36,1219,258,639,245,1.9464,INLAND,57000
-119.77,36.74,51,1454,235,729,252,3.3125,INLAND,70100
-119.33,36.22,9,3748,644,1955,620,4.2011,INLAND,108100
-118.95,35.38,30,2594,478,1419,480,3.725,INLAND,83100
-118.19,34.77,16,2035,370,704,330,2.1979,INLAND,146400
-121.37,38.63,32,3658,797,1452,715,2.6623,INLAND,120700
-117.68,34.08,21,5662,1185,3067,1055,3.3482,INLAND,137300
-115.57,32.78,15,1413,279,803,277,4.3021,INLAND,87500
-121.47,38.51,52,20,4,74,9,3.625,INLAND,80000
-120.54,40.29,17,3391,623,1529,571,3.4028,INLAND,91000
-121.4,38.63,30,3626,834,1577,806,2.517,INLAND,130400
-117.37,34,41,1248,278,770,250,3.025,INLAND,90600
-121.55,39.45,18,2278,523,1185,475,1.3611,INLAND,60600
-121.44,38.58,43,1806,339,764,341,3.9271,INLAND,147100
-121.96,37.94,26,3084,505,1557,501,5.1582,INLAND,194700
-116.57,33.64,10,489,82,183,74,6.2702,INLAND,345500
-117.7,34.09,25,1719,331,1098,324,3.625,INLAND,121800
-117.6,33.87,15,7626,1570,3823,1415,3.4419,INLAND,138100
-117.73,34.06,51,498,115,368,112,1.4063,INLAND,98800
-116.95,33.75,19,2238,573,1190,507,2.0714,INLAND,85800
-117.38,33.89,12,3964,524,1707,549,5.1624,INLAND,267900
-117.9,34.15,21,2056,461,1332,429,3.3942,INLAND,212800
-121.69,39.36,29,2220,471,1170,428,2.3224,INLAND,56200
-121.07,39.05,10,1813,311,827,287,3.6087,INLAND,182100
-119.77,36.86,7,4139,544,1843,562,8.2737,INLAND,193500
-120.98,37.6,36,1437,,1073,320,2.1779,INLAND,58400
-121.27,37.82,26,1170,238,830,216,2.6458,INLAND,127500
-121.18,38.75,16,2807,459,1201,429,4.7941,INLAND,247600
-121.99,38.53,6,4598,834,2561,812,3.4186,INLAND,127300
-115.56,32.78,46,2511,490,1583,469,3.0603,INLAND,70800
-115.46,33.19,33,1234,373,777,298,1,INLAND,40000
-121.81,38.01,47,1942,430,1074,393,2.2361,INLAND,105100
-119.94,37.04,14,1636,253,766,225,3.125,INLAND,88500
-121.25,38.66,26,3670,556,1616,550,5.02,INLAND,169600
-120.91,37.74,19,1690,327,855,296,3.25,INLAND,176700
-115.52,32.98,32,1615,382,1307,345,1.4583,INLAND,58600
-119.34,36.32,14,1204,227,633,247,3.925,INLAND,83800
-120.98,37.65,36,826,167,432,150,2.5,INLAND,103100
-121.35,38.61,25,4916,1243,2140,1136,2.5511,INLAND,134100
-121.24,37.93,21,1185,237,960,245,2.0893,INLAND,65000
-121.78,37.68,17,3112,872,1392,680,3.0222,INLAND,172500
-119.78,36.65,27,1226,240,706,211,2.77,INLAND,68400
-121.58,39.76,19,2487,485,1110,453,3.1061,INLAND,110200
-122.63,38.94,25,661,144,192,93,1.7566,INLAND,49000
-115.9,32.69,18,414,86,98,54,1.5417,INLAND,57500
-117.29,34.15,49,1820,321,757,324,3.2976,INLAND,102600
-121.35,37.97,33,3656,681,1698,671,3.1406,INLAND,93900
-117.42,34.13,4,11587,1796,5804,1705,4.8283,INLAND,141900
-121.5,38.57,45,858,254,510,200,1.0114,INLAND,80000
-119.71,36.81,19,2282,550,1034,500,1.6618,INLAND,69700
-120.05,36.98,16,3705,739,2463,697,2.5288,INLAND,61800
-117.76,34.04,34,1914,,1564,328,2.8347,INLAND,115800
-120.5,37.34,16,1245,231,956,219,3.4559,INLAND,108000
-119.43,36.59,15,1371,306,1266,309,1.767,INLAND,63300
-121.97,38.03,17,3685,685,1939,649,3.7043,INLAND,139800
-117.99,34.07,31,1507,369,1548,347,3.4327,INLAND,147200
-121.27,38.13,39,2614,634,1862,654,1.9238,INLAND,70700
-121.58,39.14,52,662,160,520,149,0.8928,INLAND,55000
-121.35,38.04,5,4303,613,2206,621,5.5842,INLAND,159100
-121.47,38.61,35,1372,360,850,328,1.6331,INLAND,67500
-121.06,38.7,9,13255,1739,5001,1627,6.314,INLAND,228900
-121.41,36.84,23,1771,356,1105,338,3.7049,INLAND,192200
-116.86,34.24,19,5411,1042,441,185,3.1324,INLAND,132000
-117.39,34.12,7,5059,780,3253,801,4.9196,INLAND,140500
-121.54,40.06,17,858,262,47,27,2.4028,INLAND,67500
-121.19,37.93,27,1621,363,909,345,2.1513,INLAND,99700
-117.65,34.08,40,1609,258,624,242,5.4689,INLAND,158200
-117.04,34.04,30,3474,735,1674,691,2.5863,INLAND,98300
-117.94,34.15,33,859,144,421,138,4.4821,INLAND,220100
-120.88,37.57,22,1440,267,774,249,3.9821,INLAND,204300
-115.57,32.8,16,1307,359,961,327,1.1853,INLAND,72600
-119.99,37.51,14,2878,617,1011,509,1.398,INLAND,103800
-121.87,37.67,10,4337,800,1813,743,5.5,INLAND,247200
-121.25,37.95,46,2001,428,1384,401,1.9402,INLAND,62200
-117.36,33.92,7,9376,1181,3570,1107,8.5326,INLAND,315200
-117.96,34.09,30,2686,613,2477,573,3.4427,INLAND,160800
-117.14,34.05,5,2634,359,1173,372,6.746,INLAND,204100
-121.48,38.59,52,1186,341,1038,320,1.6116,INLAND,70500
-119.23,35.77,36,3225,635,2034,593,2.4044,INLAND,72500
-122.35,40.68,36,1822,449,930,399,1.3801,INLAND,56600
-122.43,40.47,16,3552,704,1801,658,2.1496,INLAND,97700
-119.73,36.76,30,1548,282,886,311,3.1,INLAND,71300
-117.66,34,5,1387,236,855,270,5.411,INLAND,201100
-117.42,34.02,9,5455,882,3015,858,4.2321,INLAND,162800
-120.62,38.71,10,6305,1150,2597,921,4.0197,INLAND,132200
-117.56,34.12,4,6956,1271,3455,1228,4.7193,INLAND,178700
-117.33,34.17,5,4718,1140,2564,1056,2.9877,INLAND,119900
-121.81,38.58,17,1964,314,808,286,5.9629,INLAND,286000
-117.26,34.13,39,3521,747,2256,721,2.1375,INLAND,87500
-121.63,39.75,37,1296,296,569,257,1.8616,INLAND,70500
-116.87,33.76,5,4116,761,1714,717,2.5612,INLAND,130800
-121.31,38.64,19,5407,838,1927,804,4.6302,INLAND,195400
-121.9,38.03,51,2982,689,1831,608,2.0034,INLAND,87700
-121.3,38.14,17,3507,696,1867,709,3.2123,INLAND,120700
-116.95,33.73,21,4587,810,2233,765,3.2371,INLAND,94500
-117.55,33.83,6,502,76,228,65,4.2386,INLAND,500001
-118.04,34.11,44,773,120,405,121,5,INLAND,447100
-119.4,36.55,19,3000,628,2202,590,2.5141,INLAND,67400
-121.68,39.82,15,3996,748,1786,728,3.5189,INLAND,141300
-117.4,33.94,42,943,171,466,203,3.1458,INLAND,116000
-121.76,38.68,38,674,178,701,189,1.3942,INLAND,69400
-120.63,38.73,11,4577,836,1944,700,4.0675,INLAND,140200
-120.96,39.12,24,2069,436,909,374,2.5326,INLAND,139100
-117.75,34.06,52,62,9,44,16,0.4999,INLAND,112500
-121.63,39.18,13,1907,347,821,367,2.0978,INLAND,134000
-122.39,40.58,44,1625,392,944,347,1.5972,INLAND,68900
-121.3,38.02,16,2717,621,3343,643,2.5473,INLAND,106300
-119.82,36.78,36,1582,313,761,318,2.6055,INLAND,69200
-119.05,36.07,21,2472,523,1238,504,1.7756,INLAND,62900
-117.32,34.55,18,279,59,188,60,0.8246,INLAND,91700
-121.47,38.95,34,2129,350,969,314,2.7039,INLAND,106300
-119.29,36.32,33,2107,451,1364,442,2.2024,INLAND,67200
-121.06,38.91,18,6501,1416,2954,1373,2.5373,INLAND,143000
-120.55,36.97,42,1766,344,1084,323,2.3295,INLAND,74400
-121.89,38.01,30,4114,743,1994,722,4.2227,INLAND,134400
-117.37,33.96,33,3974,548,1398,528,7.2519,INLAND,216600
-117.31,34.13,35,1622,393,1296,362,1.9286,INLAND,68500
-121.22,38.78,8,3418,514,1312,409,6.3914,INLAND,218000
-120.97,37.84,28,2368,430,1231,403,2.883,INLAND,141900
-119.08,35.32,8,11609,2141,5696,2100,5.0012,INLAND,106300
-121.94,38.35,8,3157,559,1758,569,4.412,INLAND,140100
-121.35,38.7,5,14414,2979,7608,2832,3.5802,INLAND,129600
-120.95,37.73,12,3609,712,2650,742,2.8565,INLAND,92700
-121.3,38.67,23,2145,340,1022,349,4.2037,INLAND,125400
-121.23,37.95,32,2081,472,1342,411,2.7958,INLAND,59000
-119.12,35.39,13,1264,202,552,187,4.5903,INLAND,94300
-122.23,39.75,16,2026,396,1031,382,1.9375,INLAND,73100
-121.01,38.73,7,6322,1046,2957,1024,4.7276,INLAND,197500
-120.95,37.59,43,1561,354,862,332,1.8466,INLAND,81500
-121.5,38.61,5,1395,373,638,322,2.6745,INLAND,225000
-121.7,37.96,33,2396,452,1391,465,3.2813,INLAND,151400
-123.24,39.81,25,1435,304,746,259,1.7788,INLAND,57900
-119.72,36.34,33,1287,214,580,210,3.2019,INLAND,112500
-121.89,38.02,36,2707,550,1827,545,3.3371,INLAND,94600
-117.04,32.66,22,3362,630,1471,612,4.1442,NEAR OCEAN,303900
-118.29,33.72,21,1568,452,801,422,3.5109,NEAR OCEAN,225000
-117.08,32.57,9,6298,1512,4451,1456,2.569,NEAR OCEAN,88300
-117.04,32.55,15,2206,648,2511,648,1.6348,NEAR OCEAN,93200
-122.22,37.46,37,2586,495,1208,502,4.3214,NEAR OCEAN,342700
-117.27,33.15,4,23915,4135,10877,3958,4.6357,NEAR OCEAN,244900
-120.16,34.61,17,921,189,434,219,3.0185,NEAR OCEAN,500001
-122.39,37.57,35,520,83,185,76,6.4865,NEAR OCEAN,450000
-117.25,32.8,35,2281,506,1005,496,4.2296,NEAR OCEAN,275000
-118.28,33.74,44,1853,556,2090,539,1.8584,NEAR OCEAN,248100
-119.09,34.22,8,40,10,309,16,4.0208,NEAR OCEAN,52500
-117.06,32.71,21,1864,388,1498,389,3.8194,NEAR OCEAN,125700
-117.16,32.8,25,1399,329,1308,355,2.5682,NEAR OCEAN,187500
-117.01,32.71,20,3506,692,1977,668,2.981,NEAR OCEAN,129100
-118.18,33.82,43,284,65,167,68,4.25,NEAR OCEAN,207500
-117.07,32.69,28,1485,275,820,283,4.069,NEAR OCEAN,153300
-117.22,32.82,35,756,135,423,136,3.5234,NEAR OCEAN,183900
-121.93,36.62,39,869,173,406,165,4.0313,NEAR OCEAN,253800
-117.24,33,16,2512,356,795,353,7.5975,NEAR OCEAN,369100
-120.81,35.19,14,3414,802,1236,632,3.7635,NEAR OCEAN,336200
-117.2,33.12,18,4372,736,1473,675,5.1194,NEAR OCEAN,247800
-122.47,37.7,45,3290,693,2466,666,3.6588,NEAR OCEAN,238600
-117.36,33.2,19,1926,557,1190,483,1.3269,NEAR OCEAN,166100
-117.08,32.63,33,2891,793,1607,754,2.1281,NEAR OCEAN,139800
-117.05,32.76,46,1887,359,795,358,3.25,NEAR OCEAN,159600
-122.28,37.54,24,5114,1357,3169,1268,3.9699,NEAR OCEAN,293200
-122.29,37.53,35,2043,511,1089,504,3.0278,NEAR OCEAN,310600
-117.26,32.95,22,5484,1227,1947,1012,4.4375,NEAR OCEAN,500001
-122.2,37.43,40,2223,412,1050,417,5.2421,NEAR OCEAN,444500
-117.23,32.87,15,2290,662,1034,594,3.0104,NEAR OCEAN,204200
-118.16,33.78,39,4075,1085,2470,1025,2.3317,NEAR OCEAN,222500
-120.95,35.44,30,6346,1410,1769,887,2.6864,NEAR OCEAN,283600
-118.18,33.74,30,5915,1750,2136,1503,4.0968,NEAR OCEAN,310000
-120.65,35.28,32,896,240,548,231,2.5455,NEAR OCEAN,165900
-121.88,36.96,18,6355,1100,2304,972,6.0281,NEAR OCEAN,321100
-117.09,32.74,42,1986,472,1472,475,2.1757,NEAR OCEAN,110100
-120.08,34.59,24,1874,319,820,315,5.1909,NEAR OCEAN,390200
-117.19,32.77,9,634,152,248,133,3.8571,NEAR OCEAN,143800
-117.16,32.58,36,1940,399,1076,382,3.3906,NEAR OCEAN,147800
-118.35,33.74,25,8272,1132,3392,1132,10.0973,NEAR OCEAN,500001
-118.18,33.77,41,2048,601,852,533,2.5726,NEAR OCEAN,193800
-117.1,32.67,22,1690,541,1669,494,2.0213,NEAR OCEAN,110600
-117.14,32.8,33,2670,435,1256,431,3.9417,NEAR OCEAN,179800
-117.06,32.58,13,3435,708,1761,699,3.4792,NEAR OCEAN,107600
-122.46,37.69,26,4302,1125,3320,1100,3.4375,NEAR OCEAN,277700
-121.9,36.93,22,7281,1233,1849,832,5.3276,NEAR OCEAN,335500
-120.83,35.33,14,4155,787,2112,755,4.4766,NEAR OCEAN,192700
-117.09,32.77,38,2065,374,812,343,3.125,NEAR OCEAN,216500
-122.48,37.69,33,2347,512,1259,481,3.4492,NEAR OCEAN,264300
-117.01,32.67,17,2319,348,1125,337,5.551,NEAR OCEAN,266900
-122.48,37.68,31,3506,653,2296,645,5.5647,NEAR OCEAN,268700
-118.21,33.83,38,793,193,601,187,2.8837,NEAR OCEAN,176100
-116.97,32.65,4,16450,2833,7985,2683,5.6631,NEAR OCEAN,233400
-119.21,34.26,23,2887,540,1508,518,3.3452,NEAR OCEAN,217600
-120.69,35.26,20,1248,231,722,225,4.625,NEAR OCEAN,221800
-117.21,32.83,36,1475,328,806,327,3.5078,NEAR OCEAN,166000
-119.22,34.15,32,3152,596,3490,526,2.725,NEAR OCEAN,450000
-118.19,33.8,41,2125,591,1604,555,2.9943,NEAR OCEAN,190600
-118.19,33.78,31,1648,484,898,457,1.5844,NEAR OCEAN,162500
-119.17,34.17,21,2361,464,1146,396,3.6597,NEAR OCEAN,195100
-122.46,37.72,49,1207,255,658,220,4.0859,NEAR OCEAN,228600
-117.15,33.02,4,15029,2279,5613,1696,7.2731,NEAR OCEAN,450400
-122.23,37.47,39,5264,1259,3057,1265,3.623,NEAR OCEAN,276600
-117.13,32.75,37,4142,1031,1936,968,2.693,NEAR OCEAN,174100
-118.28,33.74,40,1751,512,1939,503,1.5394,NEAR OCEAN,200000
-118.11,33.75,15,2569,812,785,477,5.4011,NEAR OCEAN,346400
-119.34,34.39,27,669,131,314,106,2.4659,NEAR OCEAN,231300
-122.45,37.7,46,2193,499,1814,489,4.0125,NEAR OCEAN,230100
-118.3,33.73,42,1731,,866,403,2.7451,NEAR OCEAN,255400
-121.93,36.63,28,3983,852,1582,778,3.5147,NEAR OCEAN,313900
-118.18,33.79,20,1255,360,1201,318,1.2206,NEAR OCEAN,162500
-117.24,32.71,32,4164,701,1277,607,6.6661,NEAR OCEAN,500001
-119.15,34.25,36,3511,664,2965,695,4.0878,NEAR OCEAN,186800
-117.23,33.01,18,3961,511,1541,470,11.1118,NEAR OCEAN,500001
-117.05,32.75,43,1718,344,826,336,2.7014,NEAR OCEAN,133700
-117.36,33.18,39,1546,291,833,308,2.8893,NEAR OCEAN,185400
-119.8,34.44,27,2674,419,1176,416,5.0294,NEAR OCEAN,280200
-118.31,33.74,22,5042,974,2260,935,4.3472,NEAR OCEAN,351200
-123.49,38.7,9,5409,1019,594,327,3.3125,NEAR OCEAN,295400
-117.15,32.74,26,3149,832,1320,808,3.0259,NEAR OCEAN,211700
-122.46,37.65,21,2751,502,2027,491,5.2573,NEAR OCEAN,322900
-117.32,33.01,29,3584,712,1619,667,4.125,NEAR OCEAN,394400
-117.26,33.04,16,3109,450,1433,453,6.6319,NEAR OCEAN,269600
-118.17,33.78,44,2364,746,3184,672,1.918,NEAR OCEAN,147500
-122.04,36.98,51,1076,206,495,201,2.9286,NEAR OCEAN,258300
-117.61,33.44,17,2036,272,713,265,6.5954,NEAR OCEAN,346200
-119.78,34.45,9,1830,353,1515,220,4.2109,NEAR OCEAN,450000
-117.26,32.95,34,1651,273,650,271,5.6582,NEAR OCEAN,500001
-117.26,33.18,9,4540,793,2235,746,4.5781,NEAR OCEAN,225600
-117.08,32.59,8,2888,662,2441,683,2.7048,NEAR OCEAN,153000
-117.19,32.84,30,2492,406,1250,431,5.5277,NEAR OCEAN,197100
-117.25,32.8,30,2061,631,1007,577,2.5813,NEAR OCEAN,253100
-122.71,37.9,23,1250,257,437,188,3.115,NEAR OCEAN,242600
-124.08,40.06,17,1319,267,393,163,2.625,NEAR OCEAN,135600
-117.05,32.77,33,3535,683,1568,672,2.8097,NEAR OCEAN,158300
-122.28,37.52,29,1526,355,724,315,4.0313,NEAR OCEAN,435200
-122.19,37.45,18,1636,414,853,439,5.1032,NEAR OCEAN,464600
-117.36,33.2,26,2447,482,1405,486,3.2917,NEAR OCEAN,150800
-119.85,34.48,23,1915,277,724,267,6.2987,NEAR OCEAN,348200
-121.39,36.16,28,1057,249,288,130,3.0526,NEAR OCEAN,146900
-117.21,32.85,15,2593,521,901,456,4.2065,NEAR OCEAN,277800
-117.23,32.88,18,5566,1465,6303,1458,1.858,NEAR OCEAN,205000
-122.46,37.68,23,2812,769,1983,681,2.9413,NEAR OCEAN,229400
-117.12,32.71,24,421,101,396,113,0.6433,NEAR OCEAN,111300
-119.16,34.28,11,5330,1056,2801,1028,4.763,NEAR OCEAN,232700
-117.17,32.79,44,2262,647,3009,657,2.2663,NEAR OCEAN,123600
-122.29,37.53,41,839,190,419,215,5.012,NEAR OCEAN,368200
-117.02,32.68,14,3986,675,2065,702,5.7192,NEAR OCEAN,267400
-121.95,36.59,22,3553,530,1108,441,5.8505,NEAR OCEAN,417100
-117.62,33.42,27,1444,412,597,311,3.1395,NEAR OCEAN,310000
-118.19,33.77,31,1711,691,1092,568,1.0714,NEAR OCEAN,150000
-122.44,37.67,35,1814,365,1025,384,4.425,NEAR OCEAN,268400
-117.1,32.74,14,2361,601,1831,526,1.6102,NEAR OCEAN,93400
-122.47,37.69,30,837,213,606,199,4.875,NEAR OCEAN,258800
-118.14,33.76,50,2960,761,1179,718,3.5214,NEAR OCEAN,398100
-117.1,32.58,27,2616,591,1889,577,2.3824,NEAR OCEAN,127600
-117.05,32.61,31,4033,715,2585,715,3.5096,NEAR OCEAN,139900
-118.15,33.78,17,1584,435,904,406,2.0875,NEAR OCEAN,181300
-120.45,34.64,40,1051,235,574,201,2.0865,NEAR OCEAN,111500
-120.2,34.61,15,2958,690,1348,617,3.8582,NEAR OCEAN,215200
-117.2,32.79,16,2079,394,746,383,5.0958,NEAR OCEAN,300000
-117.11,32.82,16,3980,682,3174,647,2.6607,NEAR OCEAN,175000
-117.13,32.76,27,2280,695,1235,664,1.9392,NEAR OCEAN,142900
-119.19,34.17,31,1872,434,1511,405,3.2314,NEAR OCEAN,186800
-117.11,32.73,34,1096,221,574,223,3.8355,NEAR OCEAN,126700
-117.04,32.74,5,2878,785,1727,758,1.7179,NEAR OCEAN,132000
-122.25,37.47,35,3183,515,1313,487,5.9062,NEAR OCEAN,383200
-117.15,32.71,52,217,82,531,93,1.6607,NEAR OCEAN,137500
-121.92,36.55,44,3494,635,693,415,3.6,NEAR OCEAN,452800
-117.04,32.68,14,1320,270,943,260,5.0947,NEAR OCEAN,152700
-117.96,33.6,34,959,230,384,197,5.2333,NEAR OCEAN,471400
-117.25,32.73,38,1840,291,633,283,4.9125,NEAR OCEAN,383600
-122.31,37.56,36,1727,340,952,337,4.7917,NEAR OCEAN,316000
-118.55,33.99,39,2603,456,928,410,7.9096,NEAR OCEAN,500001
-117.04,32.74,33,3880,770,2288,805,3.6848,NEAR OCEAN,140700
-120.45,34.66,7,3329,504,1462,452,4.7875,NEAR OCEAN,198300
-122.04,36.98,33,797,125,385,133,6.7974,NEAR OCEAN,367600
-117.26,33,31,2695,491,1059,451,4.7841,NEAR OCEAN,393500
-122.41,37.63,37,1252,275,878,287,4.2262,NEAR OCEAN,228500
-120.45,34.65,27,2215,578,1544,527,1.9257,NEAR OCEAN,135300
-121.91,36.59,17,5039,833,1678,710,6.2323,NEAR OCEAN,339100
-118.15,33.76,36,2916,785,1183,749,3.5985,NEAR OCEAN,500001
-118.16,33.79,26,3061,844,2135,769,2.875,NEAR OCEAN,164000
-117.05,32.56,18,1215,320,1195,349,1.9875,NEAR OCEAN,114900
-122.37,37.58,34,2697,313,810,279,12.4291,NEAR OCEAN,500001
-122.47,37.51,15,4974,764,2222,774,6.7606,NEAR OCEAN,364300
-122.49,37.75,52,2226,385,1177,416,4.8516,NEAR OCEAN,323800
-122.49,37.75,48,2181,419,1041,379,3.7361,NEAR OCEAN,320200
-122.04,36.96,44,1294,269,645,259,3.2437,NEAR OCEAN,223900
-118.19,33.77,21,2103,727,1064,603,1.6178,NEAR OCEAN,137500
-121.92,36.62,52,867,199,391,187,2.6713,NEAR OCEAN,234600
-117.12,32.58,34,2003,466,1226,443,3.0613,NEAR OCEAN,136700
-119.15,34.17,22,1612,334,1431,335,4.8125,NEAR OCEAN,194400
-122.45,37.67,36,1664,326,963,322,4.7813,NEAR OCEAN,246400
-122.41,37.62,39,3119,758,1807,696,3.2216,NEAR OCEAN,242700
-122.21,37.46,40,1777,207,577,207,15.0001,NEAR OCEAN,500001
-117.08,32.59,30,144,52,220,48,2.3929,NEAR OCEAN,134400
-121.9,36.6,33,2461,649,1234,601,2.8727,NEAR OCEAN,225000
-120.44,34.65,30,2265,512,1402,471,1.975,NEAR OCEAN,134000
-119.2,34.18,22,6465,1397,2694,1370,2.9832,NEAR OCEAN,165600
-122.13,37.15,39,2854,613,1338,518,3.9423,NEAR OCEAN,180300
-117.08,32.73,19,2935,763,1953,720,1.4254,NEAR OCEAN,111300
-121.9,36.58,31,1431,,704,393,3.1977,NEAR OCEAN,289300
-120.66,35.27,46,2217,544,1107,527,2.8009,NEAR OCEAN,192600
-122.25,37.5,44,348,79,154,73,4.7708,NEAR OCEAN,253800
-118.21,33.79,32,2020,613,2557,562,2.1397,NEAR OCEAN,145300
-121.92,36.61,27,3044,661,1229,618,3.1359,NEAR OCEAN,268000
-122.19,37.44,38,3383,456,1203,465,9.3198,NEAR OCEAN,500001
-117.15,32.75,27,3166,867,1332,817,2.6742,NEAR OCEAN,171400
-117.09,32.78,28,1708,393,816,393,2.9881,NEAR OCEAN,165300
-117.11,32.77,48,1502,272,590,265,2.5952,NEAR OCEAN,190300
-117.12,32.75,25,2222,634,1025,568,1.64,NEAR OCEAN,130000
-117.18,32.69,37,3112,716,1304,674,3.2121,NEAR OCEAN,320800
-117.17,32.71,7,2493,693,951,641,4.2375,NEAR OCEAN,205000
-117.06,32.6,25,1075,238,434,234,1.7472,NEAR OCEAN,94600
-122.21,37.44,35,1140,193,486,199,4.6908,NEAR OCEAN,500001
-117.18,32.82,25,1756,301,722,312,4.5625,NEAR OCEAN,162300
-117.28,32.8,20,1838,540,615,325,3.5486,NEAR OCEAN,193800
-117.04,32.7,7,9311,1703,7302,1694,4.419,NEAR OCEAN,156900
-119.2,34.18,27,1035,229,782,222,4.2212,NEAR OCEAN,185400
-120.47,34.65,16,2549,428,1486,432,4.2875,NEAR OCEAN,150700
-121.92,36.62,47,1811,401,948,375,3.0379,NEAR OCEAN,249300
-119.28,34.27,43,403,77,156,85,4.6667,NEAR OCEAN,384600
-117.11,32.78,16,2470,830,1170,724,3.5562,NEAR OCEAN,73500
-119.22,34.26,16,2596,625,1403,562,3.4018,NEAR OCEAN,145200
-119.72,34.42,52,1759,387,980,402,4.0125,NEAR OCEAN,261000
-118.41,33.85,16,6123,1989,2853,1789,4.425,NEAR OCEAN,336400
-122.25,37.51,45,989,174,504,180,4.8382,NEAR OCEAN,289400
-119.18,34.16,12,460,101,405,103,5.2783,NEAR OCEAN,167400
