accruedInterest,allocationStatus,book,clearingHouse,comments,commission,confirmationStatus,counterparty,counterpartyCountry,counterpartyId,counterpartyType,createdDate,currency,cusip,dV01,dealId,delta,desk,duration,exchange,externalOrderId,fees,gamma,instrumentId,instrumentName,instrumentType,isElectronic,isin,lastModifiedDate,maturityDate,notional,pV01,parentOrderId,platformOrderId,portfolio,price,prime,productType,quantity,settlementAmount,settlementDate,settlementStatus,side,status,strategy,ticker,tradeDate,trader,traderId,valueDate,vega,venue,yield
,Partial,Credit Trading,lch,,6659.39,Pending,Morgan Stanley,JP,CP0025,Broker,2024-12-29T17:24:31,CHF,,,DEAL00000055,,Exotics,,NASDAQ,EXT03202391,61.67,,INST007969,WFC Equity,Equity,True,US3590210860,2024-12-29T23:24:31,,5548284.16,,,P00000055,CreditTrading-10,3327.3139,,Equity,1667,5555005.22,2025-01-02,Failed,sell,completed,Momentum,WFC,2024-12-29,Trader042,T0046,2025-01-02,,Voice,
,Partial,Emerging Markets,eurex,,6901.21,Confirmed,RBC Capital,UK,CP0042,Institution,2025-03-02T17:24:31,USD,277303589,,DEAL00000056,,Flow Trading,,NYSE,,271.8,,INST009818,WFC Index,Index,True,,2025-03-03T15:24:31,2033-02-27,5680419.89,,,P00000056,EmergingMarkets-7,3329.7975,,Index,1705,5687592.9,2025-03-07,Settled,buy,pending,Arbitrage,WFC,2025-03-02,Trader001,T0036,2025-03-07,,Voice,
4580.11,Unallocated,Derivatives,jscc,,9469.97,Unconfirmed,Wells Fargo,DE,CP0099,Institution,2025-02-25T17:24:31,CAD,724672497,6934.37,DEAL00000057,,Delta One,22.55,NYSE,EXT63643805,550.12,,INST007015,MSFT Bond,Bond,False,US1068013426,2025-02-25T20:24:31,2030-04-04,9909317.32,7627.81,,P00000057,Derivatives-4,3745.1831,,Bond,2645,9919337.41,2025-02-27,Settled,sell,cancelled,Market Making,MSFT,2025-02-25,Trader020,T0028,2025-02-27,,Voice,0.0879
,Unallocated,Futures Trading,cme,,5521.26,Rejected,Mizuho,HK,CP0093,Institution,2025-02-07T17:24:31,JPY,793642426,,DEAL00000058,,Arbitrage,,NASDAQ,,164.91,,INST001919,JPM Equity,Equity,True,US1672696562,2025-02-07T20:24:31,,3123404.98,,,P00000058,FuturesTrading-3,2288.7809,,Equity,1364,3129091.15,2025-02-09,Pending,buy,failed,Market Making,JPM,2025-02-07,Trader050,T0026,2025-02-09,,Voice,
,Pending,Prime Brokerage,lch,,4995.15,Confirmed,Goldman Sachs,CA,CP0006,Broker,2025-08-09T17:24:31,CHF,,,DEAL00000059,,Market Making,,NYSE,EXT87848670,149.29,,INST005490,JPM CDS,CDS,True,,2025-08-10T05:24:31,,8427860.46,,,P00000059,PrimeBrokerage-2,2698.4084,Bank of America,CDS,3123,8433004.9,2025-08-14,Settled,buy,completed,Relative Value,JPM,2025-08-09,Trader038,T0002,2025-08-14,,Voice,
,Allocated,ETF Trading,dtcc,,4534.45,Unconfirmed,Nomura,UK,CP0088,Broker,2024-09-08T17:24:31,CHF,285118071,,DEAL00000060,,Arbitrage,,NYSE,EXT93343144,170.4,,INST009042,TSLA CDS,CDS,True,US7750449055,2024-09-08T20:24:31,2028-02-11,3991450.98,,,P00000060,ETFTrading-1,3767.9738,Bank of America,CDS,1059,3996155.83,2024-09-12,Pending,buy,completed,Arbitrage,TSLA,2024-09-08,Trader041,T0010,2024-09-12,,Electronic,
9540.61,Partial,Derivatives,cme,,185.93,Rejected,Deutsche Bank,AU,CP0028,Broker,2025-05-29T17:24:31,USD,,1475.64,DEAL00000061,,Electronic,20.14,NYSE,EXT54606457,1.97,,INST002900,BAC Bond,Bond,False,,2025-05-30T16:24:31,,129137.46,1623.2,PARENT000820,P00000061,Derivatives-9,3347.1607,,Bond,38,129325.36,2025-06-01,Pending,buy,failed,Directional,BAC,2025-05-29,Trader047,T0037,2025-06-01,,Electronic,0.0388
,Allocated,Options Trading,ice,,6497.25,Pending,Morgan Stanley,CA,CP0039,Broker,2025-02-15T17:24:31,AUD,,,DEAL00000062,,Market Making,,NYSE,,402.6,,INST003250,MS Equity,Equity,True,US4018439773,2025-02-15T21:24:31,,5697197.15,,,P00000062,OptionsTrading-10,1691.0464,,Equity,3369,5704097.0,2025-02-16,Failed,sell,partial,Relative Value,MS,2025-02-15,Trader034,T0039,2025-02-16,,Voice,
115.66,Unallocated,Derivatives,cme,,1584.6,Unconfirmed,RBC Capital,DE,CP0024,Institution,2025-06-26T17:24:31,AUD,757357219,2292.6,DEAL00000063,,Structured,16.8,NASDAQ,EXT89383020,27.83,,INST006565,BP Bond,Bond,True,US6394511847,2025-06-26T22:24:31,2032-08-03,810280.37,2521.86,,P00000063,Derivatives-4,4256.6887,Goldman Sachs,Bond,190,811892.8,2025-06-29,Failed,sell,completed,Relative Value,BP,2025-06-26,Trader019,T0043,2025-06-29,,Electronic,0.0907
,Partial,Commodities,jscc,,10199.51,Unconfirmed,Deutsche Bank,US,CP0062,Institution,2024-10-19T17:24:31,EUR,,,DEAL00000064,,Delta One,,NYSE,,443.68,,INST001533,SHEL ETF,ETF,False,US7367427823,2024-10-20T11:24:31,,5589060.13,,PARENT000477,P00000064,Commodities-10,1584.1727,,ETF,3528,5599703.32,2024-10-20,Failed,sell,cancelled,Hedging,SHEL,2024-10-19,Trader041,T0031,2024-10-20,,Voice,
,Pending,Options Trading,lch,,5912.22,Pending,Mizuho,FR,CP0019,Institution,2024-11-06T17:24:31,CAD,234472175,,DEAL00000065,,Arbitrage,,NYSE,EXT93208736,297.42,,INST009479,TTE Commodity,Commodity,True,,2024-11-07T16:24:31,,3233870.43,,,P00000065,OptionsTrading-5,2234.3522,,Commodity,1447,3240080.07,2024-11-10,Failed,sell,failed,Directional,TTE,2024-11-06,Trader018,T0012,2024-11-10,,Electronic,
,Allocated,Structured Products,jscc,Trade 66 - Special handling required,14048.07,Confirmed,Barclays,UK,CP0010,Broker,2024-12-12T17:24:31,AUD,157858964,,DEAL00000066,0.6807,Market Making,,NASDAQ,EXT69102389,920.69,0.017999,INST004163,TTE Option,Option,True,,2024-12-13T10:24:31,,9815071.79,,,P00000066,StructuredProducts-10,692.616,,Option,14171,9830040.55,2024-12-16,Settled,buy,failed,Momentum,TTE,2024-12-12,Trader049,T0021,2024-12-16,18.49,Voice,
,Allocated,FX Trading,lch,,2348.02,Unconfirmed,UBS,JP,CP0064,Broker,2025-07-12T17:24:31,USD,465349993,,DEAL00000067,-0.0984,Exotics,,NYSE,EXT63638659,166.4,0.025305,INST005043,MRK Option,Option,True,US7708105598,2025-07-13T02:24:31,,1882111.18,,,P00000067,FXTrading-6,171.0359,,Option,11004,1884625.6,2025-07-15,Settled,buy,pending,Directional,MRK,2025-07-12,Trader030,T0028,2025-07-15,43.83,Voice,
,Unallocated,Futures Trading,cme,,4477.55,Rejected,Morgan Stanley,AU,CP0037,Institution,2025-04-07T17:24:31,JPY,,,DEAL00000068,,Structured,,NYSE,EXT33992976,322.88,,INST000543,GOOGL Forward,Forward,True,,2025-04-08T12:24:31,2028-03-09,4347443.14,,,P00000068,FuturesTrading-5,3025.3448,,Forward,1437,4352243.57,2025-04-12,Unsettled,sell,cancelled,Event Driven,GOOGL,2025-04-07,Trader015,T0049,2025-04-12,,Voice,
,Unallocated,Equity Trading,eurex,Trade 69 - Special handling required,2173.52,Confirmed,Jefferies,AU,CP0018,Broker,2025-06-25T17:24:31,GBP,,,DEAL00000069,,Arbitrage,,NASDAQ,EXT42095418,93.07,,INST005320,CVX FX Spot,FX Spot,True,US9019205300,2025-06-26T02:24:31,,2877296.24,,,P00000069,EquityTrading-10,2887.178,,FX Spot,996,2879562.83,2025-06-26,Pending,buy,completed,Momentum,CVX,2025-06-25,Trader031,T0025,2025-06-26,,Electronic,
1742.88,Pending,Credit Trading,eurex,,24.72,Unconfirmed,Credit Suisse,FR,CP0008,Institution,2024-10-13T17:24:31,CAD,766308853,5366.98,DEAL00000070,,Structured,4.78,NYSE,EXT21724981,3.12,,INST009250,MRK Bond,Bond,True,US8176868982,2024-10-13T23:24:31,,89812.52,5903.68,,P00000070,CreditTrading-5,3359.4289,Barclays,Bond,26,89840.36,2024-10-15,Pending,buy,cancelled,Arbitrage,MRK,2024-10-13,Trader012,T0005,2024-10-15,,Voice,0.0427
,Allocated,Derivatives,lch,,4280.08,Rejected,Credit Suisse,CH,CP0077,Broker,2025-08-08T17:24:31,GBP,,,DEAL00000071,,Market Making,,NYSE,,441.48,,INST009402,UNH ETF,ETF,True,US1635253469,2025-08-08T21:24:31,2034-11-10,5325820.66,,,P00000071,Derivatives-2,1927.0197,,ETF,2763,5330542.22,2025-08-13,Settled,buy,failed,Arbitrage,UNH,2025-08-08,Trader025,T0009,2025-08-13,,Voice,
,Partial,FX Trading,dtcc,,163.83,Pending,Jefferies,HK,CP0074,Broker,2025-03-08T17:24:31,AUD,,,DEAL00000072,,Market Making,,NYSE,EXT64537969,6.87,,INST003356,META Equity,Equity,False,US5534819147,2025-03-09T02:24:31,,459544.69,,,P00000072,FXTrading-1,3558.7031,,Equity,129,459715.39,2025-03-11,Pending,buy,failed,Momentum,META,2025-03-08,Trader043,T0020,2025-03-11,,Electronic,
,Unallocated,Bond Trading,lch,,16024.57,Rejected,JP Morgan,CA,CP0065,Broker,2024-11-01T17:24:31,JPY,,,DEAL00000073,,Arbitrage,,NYSE,EXT10219128,166.17,,INST001186,TSLA Index,Index,False,US7847398647,2024-11-02T11:24:31,,8146698.36,,,P00000073,BondTrading-8,3032.4249,UBS,Index,2686,8162889.1,2024-11-02,Settled,buy,completed,Relative Value,TSLA,2024-11-01,Trader003,T0013,2024-11-02,,Electronic,
,Partial,Bond Trading,ice,,2551.94,Pending,UBS,SG,CP0048,Institution,2025-08-12T17:24:31,AUD,,,DEAL00000074,,Exotics,,NYSE,EXT29021416,574.78,,INST002671,CVX ETF,ETF,False,US7126412989,2025-08-13T02:24:31,,6431761.6,,,P00000074,BondTrading-2,3976.3972,,ETF,1617,6434888.32,2025-08-16,Pending,sell,cancelled,Relative Value,CVX,2025-08-12,Trader023,T0031,2025-08-16,,Voice,
8281.38,Unallocated,ETF Trading,eurex,Trade 75 - Special handling required,4917.0,Unconfirmed,Barclays,CA,CP0049,Institution,2024-08-28T17:24:31,CHF,,7416.86,DEAL00000075,,Delta One,19.51,NASDAQ,EXT53838440,255.15,,INST005995,C Bond,Bond,True,US5358602891,2024-08-29T03:24:31,2026-04-27,7306412.33,8158.55,,P00000075,ETFTrading-10,1081.5898,,Bond,6755,7311584.48,2024-09-02,Failed,buy,completed,Market Making,C,2024-08-28,Trader048,T0018,2024-09-02,,Electronic,0.0529
,Allocated,Futures Trading,lch,,13811.48,Confirmed,Bank of America,SG,CP0057,Broker,2024-08-29T17:24:31,EUR,820663768,,DEAL00000076,,Market Making,,NYSE,EXT90799434,872.15,,INST000943,BP Forward,Forward,True,,2024-08-30T01:24:31,,9335854.96,,,P00000076,FuturesTrading-5,671.3243,,Forward,13906,9350538.59,2024-09-02,Failed,buy,pending,Directional,BP,2024-08-29,Trader011,T0027,2024-09-02,,Voice,
,Partial,Credit Trading,ice,,1659.4,Pending,Wells Fargo,DE,CP0052,Broker,2025-06-28T17:24:31,CAD,,,DEAL00000077,,Exotics,,NYSE,EXT88060541,395.7,,INST006246,MSFT Commodity,Commodity,False,US1464346579,2025-06-29T15:24:31,,8327278.43,,PARENT000972,P00000077,CreditTrading-8,264.6563,,Commodity,31464,8329333.53,2025-06-29,Unsettled,sell,failed,Market Making,MSFT,2025-06-28,Trader036,T0015,2025-06-29,,Voice,
,Allocated,Options Trading,jscc,,4664.01,Unconfirmed,Bank of America,JP,CP0012,Broker,2025-01-03T17:24:31,AUD,663187529,,DEAL00000078,,Delta One,,NYSE,,82.6,,INST002325,MSFT CDS,CDS,True,US9466996117,2025-01-03T21:24:31,2026-04-04,4087456.56,,,P00000078,OptionsTrading-6,3661.1639,,CDS,1116,4092203.17,2025-01-08,Failed,sell,cancelled,Arbitrage,MSFT,2025-01-03,Trader042,T0016,2025-01-08,,Electronic,
,Unallocated,Equity Trading,cme,,10070.5,Unconfirmed,Wells Fargo,JP,CP0020,Broker,2025-01-02T17:24:31,EUR,,,DEAL00000079,,Exotics,,NYSE,EXT10768531,174.77,,INST007137,TTE Commodity,Commodity,True,US9643309250,2025-01-03T11:24:31,2026-06-28,6298213.35,,,P00000079,EquityTrading-10,3117.2656,JP Morgan,Commodity,2020,6308458.62,2025-01-05,Settled,sell,completed,Mean Reversion,TTE,2025-01-02,Trader005,T0046,2025-01-05,,Electronic,
,Partial,Credit Trading,eurex,,984.3,Rejected,RBC Capital,DE,CP0087,Broker,2024-11-08T17:24:31,JPY,,2076.52,DEAL00000080,,Arbitrage,,NYSE,EXT12603435,137.35,,INST005843,SHEL Swap,Swap,False,US5200937851,2024-11-09T14:24:31,2034-11-04,3905329.04,2284.17,,P00000080,CreditTrading-2,2721.0896,Mizuho,Swap,1435,3906450.69,2024-11-13,Unsettled,sell,completed,Hedging,SHEL,2024-11-08,Trader020,T0004,2024-11-13,,Voice,
,Unallocated,Bond Trading,ice,,15183.79,Confirmed,Morgan Stanley,CA,CP0057,Broker,2025-05-14T17:24:31,CHF,207505990,,DEAL00000081,,Flow Trading,,NYSE,EXT22284777,708.62,,INST009346,TSLA FX Forward,FX Forward,True,US5118496719,2025-05-14T20:24:31,,8722309.29,,,P00000081,BondTrading-2,3906.8683,,FX Forward,2232,8738201.7,2025-05-15,Settled,buy,failed,Mean Reversion,TSLA,2025-05-14,Trader019,T0004,2025-05-15,,Voice,
,Allocated,Futures Trading,ice,,3858.33,Pending,Goldman Sachs,CH,CP0046,Institution,2024-09-29T17:24:31,JPY,,,DEAL00000082,,Prop Trading,,NYSE,EXT27443367,170.1,,INST004365,TSLA CDS,CDS,True,US4083063749,2024-09-29T23:24:31,,3146970.91,,,P00000082,FuturesTrading-10,3033.6803,,CDS,1037,3150999.34,2024-09-30,Failed,sell,cancelled,Event Driven,TSLA,2024-09-29,Trader006,T0049,2024-09-30,,Voice,
,Allocated,Commodities,dtcc,Trade 83 - Special handling required,3082.68,Rejected,RBC Capital,FR,CP0091,Institution,2025-05-26T17:24:31,JPY,,,DEAL00000083,,Prop Trading,,NYSE,EXT11566677,156.96,,INST000283,NVDA CDS,CDS,True,US1436807296,2025-05-27T00:24:31,,6967716.36,,PARENT000859,P00000083,Commodities-7,1140.389,,CDS,6109,6970956.0,2025-05-27,Failed,sell,cancelled,Market Making,NVDA,2025-05-26,Trader045,T0024,2025-05-27,,Electronic,
,Allocated,Emerging Markets,eurex,,10905.33,Pending,Credit Suisse,CA,CP0059,Institution,2024-09-18T17:24:31,USD,974721016,,DEAL00000084,,Market Making,,NYSE,,476.85,,INST004812,C Index,Index,True,US5641475061,2024-09-19T12:24:31,,6109600.38,,,P00000084,EmergingMarkets-8,4027.0593,JP Morgan,Index,1517,6120982.56,2024-09-22,Pending,sell,failed,Market Making,C,2024-09-18,Trader021,T0046,2024-09-22,,Voice,
,Unallocated,FX Trading,eurex,,6581.72,Pending,Credit Suisse,DE,CP0097,Institution,2024-10-04T17:24:31,CAD,,,DEAL00000085,,Prop Trading,,NYSE,,110.81,,INST000426,SHEL CDS,CDS,True,US5455134690,2024-10-05T01:24:31,,3347179.88,,PARENT000093,P00000085,FXTrading-1,1632.4515,,CDS,2050,3353872.41,2024-10-07,Failed,sell,cancelled,Market Making,SHEL,2024-10-04,Trader014,T0050,2024-10-07,,Voice,
,Pending,Bond Trading,eurex,,2166.31,Confirmed,Bank of America,DE,CP0089,Broker,2024-09-01T17:24:31,CHF,,,DEAL00000086,,Electronic,,NASDAQ,EXT80338373,71.27,,INST001414,LLY Future,Future,True,,2024-09-02T17:24:31,,3213096.9,,,P00000086,BondTrading-8,3592.2576,Goldman Sachs,Future,894,3215334.48,2024-09-05,Settled,sell,completed,Mean Reversion,LLY,2024-09-01,Trader046,T0008,2024-09-05,,Voice,
671.97,Pending,Credit Trading,ice,,6920.32,Rejected,Credit Suisse,SG,CP0095,Institution,2025-01-22T17:24:31,CAD,887897623,2997.07,DEAL00000087,,Electronic,10.02,NYSE,EXT08536254,559.87,,INST009545,C Bond,Bond,True,US2391177833,2025-01-23T07:24:31,,5759332.92,3296.78,PARENT000423,P00000087,CreditTrading-10,2119.6634,Credit Suisse,Bond,2717,5766813.11,2025-01-23,Failed,sell,completed,Momentum,C,2025-01-22,Trader044,T0005,2025-01-23,,Electronic,0.0782
,Unallocated,Credit Trading,jscc,,1233.82,Confirmed,Credit Suisse,JP,CP0027,Broker,2025-01-15T17:24:31,EUR,,,DEAL00000088,,Exotics,,NYSE,EXT17141430,135.31,,INST005686,JPM FX Spot,FX Spot,True,US6186002683,2025-01-16T02:24:31,2027-12-29,2045195.45,,,P00000088,CreditTrading-10,1773.2216,,FX Spot,1153,2046564.58,2025-01-16,Failed,buy,cancelled,Market Making,JPM,2025-01-15,Trader029,T0046,2025-01-16,,Voice,
,Unallocated,Structured Products,ice,Trade 89 - Special handling required,2223.21,Confirmed,Citigroup,JP,CP0069,Broker,2024-12-04T17:24:31,EUR,,,DEAL00000089,,Market Making,,NYSE,EXT42466746,90.78,,INST005164,PFE Equity,Equity,True,US4792326931,2024-12-04T21:24:31,,1201862.11,,PARENT000637,P00000089,StructuredProducts-3,2697.0768,,Equity,445,1204176.1,2024-12-07,Unsettled,sell,completed,Event Driven,PFE,2024-12-04,Trader040,T0013,2024-12-07,,Voice,
,Partial,Derivatives,dtcc,,9122.31,Unconfirmed,Goldman Sachs,AU,CP0003,Institution,2024-08-31T17:24:31,CAD,,,DEAL00000090,,Market Making,,NYSE,EXT39768347,323.24,,INST008876,AAPL Equity,Equity,False,US8100411622,2024-08-31T22:24:31,2034-04-15,5465535.58,,,P00000090,Derivatives-8,2034.0681,,Equity,2686,5474981.13,2024-09-02,Unsettled,buy,pending,Arbitrage,AAPL,2024-08-31,Trader004,T0015,2024-09-02,,Electronic,
,Pending,Equity Trading,ice,Trade 91 - Special handling required,3279.84,Confirmed,Mizuho,CH,CP0095,Broker,2025-06-01T17:24:31,CHF,,,DEAL00000091,,Structured,,NYSE,,158.99,,INST000386,HSBC Future,Future,False,,2025-06-02T14:24:31,2030-02-23,1938120.19,,,P00000091,EquityTrading-2,712.6306,,Future,2719,1941559.02,2025-06-03,Settled,sell,cancelled,Hedging,HSBC,2025-06-01,Trader046,T0046,2025-06-03,,Electronic,
,Unallocated,Structured Products,dtcc,,2715.62,Unconfirmed,Credit Suisse,DE,CP0041,Broker,2024-09-10T17:24:31,GBP,153968440,,DEAL00000092,,Electronic,,NYSE,,109.04,,INST008821,AMZN ETF,ETF,False,US5544833863,2024-09-11T17:24:31,2032-06-13,2271905.43,,,P00000092,StructuredProducts-8,3011.8411,,ETF,754,2274730.09,2024-09-14,Unsettled,sell,partial,Directional,AMZN,2024-09-10,Trader043,T0043,2024-09-14,,Voice,
,Pending,Equity Trading,eurex,,6175.18,Unconfirmed,Barclays,FR,CP0044,Institution,2025-03-18T17:24:31,USD,,,DEAL00000093,,Exotics,,NYSE,EXT13106368,64.7,,INST005786,GS Index,Index,False,US7592684870,2025-03-19T16:24:31,,3936136.84,,PARENT000278,P00000093,EquityTrading-1,3533.0593,Barclays,Index,1114,3942376.72,2025-03-22,Unsettled,buy,cancelled,Event Driven,GS,2025-03-18,Trader011,T0006,2025-03-22,,Electronic,
,Pending,Derivatives,ice,,10241.73,Pending,Bank of America,FR,CP0051,Institution,2025-06-07T17:24:31,AUD,,7684.59,DEAL00000094,,Market Making,,NYSE,EXT14840002,575.33,,INST007608,BP Swap,Swap,False,US5827399824,2025-06-08T00:24:31,2025-11-16,7518324.68,8453.05,,P00000094,Derivatives-2,4979.6992,,Swap,1509,7529141.74,2025-06-11,Settled,buy,completed,Event Driven,BP,2025-06-07,Trader031,T0011,2025-06-11,,Electronic,
,Unallocated,FX Trading,eurex,,105.75,Pending,BNP Paribas,DE,CP0045,Institution,2024-09-03T17:24:31,CAD,613721866,,DEAL00000095,,Prop Trading,,NYSE,EXT61444099,47.84,,INST004872,TSLA CDS,CDS,True,US8849915659,2024-09-04T02:24:31,,956250.13,,,P00000095,FXTrading-9,172.2284,,CDS,5552,956403.72,2024-09-07,Pending,buy,completed,Hedging,TSLA,2024-09-03,Trader015,T0031,2024-09-07,,Electronic,
5184.31,Unallocated,Credit Trading,lch,,5281.34,Unconfirmed,Nomura,US,CP0098,Institution,2024-09-26T17:24:31,CAD,,2049.82,DEAL00000096,,Electronic,27.7,NASDAQ,EXT09739302,245.13,,INST003651,MS Bond,Bond,True,,2024-09-26T20:24:31,,6162033.73,2254.8,,P00000096,CreditTrading-5,3093.7327,,Bond,1991,6167560.2,2024-09-28,Settled,buy,cancelled,Market Making,MS,2024-09-26,Trader004,T0003,2024-09-28,,Voice,0.0784
,Allocated,Options Trading,cme,,6554.41,Unconfirmed,Wells Fargo,UK,CP0039,Institution,2025-06-03T17:24:31,GBP,,,DEAL00000097,,Arbitrage,,NYSE,,691.71,,INST009839,AMZN FX Forward,FX Forward,True,US3708380760,2025-06-04T02:24:31,2032-04-21,7219520.58,,,P00000097,OptionsTrading-1,2524.0121,Wells Fargo,FX Forward,2860,7226766.7,2025-06-05,Settled,sell,failed,Momentum,AMZN,2025-06-03,Trader050,T0003,2025-06-05,,Electronic,
,Unallocated,Emerging Markets,jscc,Trade 98 - Special handling required,902.72,Rejected,Mizuho,US,CP0100,Broker,2024-12-05T17:24:31,AUD,629956801,,DEAL00000098,,Market Making,,NYSE,EXT51150931,563.55,,INST006230,TSLA CDS,CDS,True,US7745545280,2024-12-06T13:24:31,2032-05-29,5759255.71,,,P00000098,EmergingMarkets-2,2825.8328,,CDS,2038,5760721.98,2024-12-07,Failed,buy,pending,Directional,TSLA,2024-12-05,Trader047,T0009,2024-12-07,,Electronic,
,Unallocated,ETF Trading,ice,,15466.29,Confirmed,Deutsche Bank,JP,CP0042,Institution,2025-02-11T17:24:31,JPY,892947840,,DEAL00000099,,Arbitrage,,NYSE,,110.81,,INST007324,CVX Index,Index,False,US3106793425,2025-02-12T09:24:31,,8682990.42,,,P00000099,ETFTrading-6,392.2382,,Index,22137,8698567.52,2025-02-15,Failed,buy,cancelled,Directional,CVX,2025-02-11,Trader029,T0002,2025-02-15,,Electronic,
,Partial,Prime Brokerage,ice,,5849.54,Confirmed,HSBC,CH,CP0084,Institution,2025-02-03T17:24:31,USD,,,DEAL00000100,,Exotics,,NYSE,EXT80046914,208.43,,INST005566,XOM ETF,ETF,True,US4256692964,2025-02-03T18:24:31,2025-12-06,5496598.25,,,P00000100,PrimeBrokerage-5,3542.5848,Credit Suisse,ETF,1551,5502656.22,2025-02-04,Failed,sell,partial,Market Making,XOM,2025-02-03,Trader043,T0036,2025-02-04,,Electronic,
,Allocated,Commodities,cme,,1309.09,Pending,HSBC,UK,CP0044,Institution,2025-01-11T17:24:31,EUR,,,DEAL00000101,,Market Making,,NYSE,,135.88,,INST000158,MS Commodity,Commodity,True,US8177074591,2025-01-12T09:24:31,,2096223.48,,,P00000101,Commodities-8,612.3823,,Commodity,3423,2097668.45,2025-01-16,Unsettled,buy,completed,Mean Reversion,MS,2025-01-11,Trader019,T0013,2025-01-16,,Electronic,
,Unallocated,Bond Trading,ice,,364.92,Pending,JP Morgan,HK,CP0002,Broker,2025-07-01T17:24:31,AUD,815394068,,DEAL00000102,,Arbitrage,,NYSE,EXT30545082,73.87,,INST003404,TTE CDS,CDS,True,,2025-07-02T04:24:31,,939426.0,,,P00000102,BondTrading-3,4613.18,,CDS,203,939864.79,2025-07-03,Unsettled,sell,failed,Directional,TTE,2025-07-01,Trader046,T0019,2025-07-03,,Electronic,
,Allocated,Credit Trading,ice,Trade 103 - Special handling required,13748.33,Unconfirmed,BNP Paribas,CH,CP0032,Broker,2025-06-25T17:24:31,JPY,859327018,,DEAL00000103,,Market Making,,NYSE,,813.92,,INST002406,NVDA CDS,CDS,True,US8856753829,2025-06-26T10:24:31,,8789970.19,,,P00000103,CreditTrading-4,4855.6773,,CDS,1810,8804532.44,2025-06-28,Unsettled,sell,completed,Relative Value,NVDA,2025-06-25,Trader010,T0046,2025-06-28,,Voice,
,Unallocated,Structured Products,eurex,,1499.69,Pending,RBC Capital,CH,CP0090,Broker,2025-04-08T17:24:31,CAD,,9837.42,DEAL00000104,,Electronic,,NYSE,EXT86275886,33.8,,INST002037,AMZN Swap,Swap,True,US7368818466,2025-04-09T14:24:31,,1203741.81,10821.16,,P00000104,StructuredProducts-7,2430.768,,Swap,495,1205275.3,2025-04-13,Unsettled,buy,pending,Momentum,AMZN,2025-04-08,Trader003,T0030,2025-04-13,,Electronic,
,Allocated,Equity Trading,eurex,,3649.89,Confirmed,Goldman Sachs,SG,CP0043,Broker,2024-09-24T17:24:31,GBP,,9102.49,DEAL00000105,,Delta One,,NASDAQ,EXT80498354,269.09,,INST006537,XOM Swap,Swap,True,,2024-09-24T21:24:31,,7271801.27,10012.74,,P00000105,EquityTrading-2,3085.7429,,Swap,2356,7275720.25,2024-09-26,Settled,sell,cancelled,Hedging,XOM,2024-09-24,Trader016,T0005,2024-09-26,,Voice,
,Unallocated,Equity Trading,dtcc,,5873.58,Pending,Nomura,JP,CP0045,Broker,2025-01-13T17:24:31,CAD,616366412,,DEAL00000106,,Flow Trading,,NYSE,EXT38527473,293.34,,INST009262,GS Future,Future,True,US8138902265,2025-01-14T13:24:31,,4365034.39,,,P00000106,EquityTrading-8,2225.0058,,Future,1961,4371201.31,2025-01-15,Settled,sell,pending,Arbitrage,GS,2025-01-13,Trader014,T0040,2025-01-15,,Voice,
,Partial,Structured Products,jscc,,2224.96,Confirmed,BNP Paribas,CH,CP0027,Institution,2024-12-06T17:24:31,JPY,550404430,,DEAL00000107,,Exotics,,NYSE,EXT44156171,109.31,,INST003799,CVX Index,Index,True,US1479871845,2024-12-07T08:24:31,,2517523.98,,,P00000107,StructuredProducts-8,1144.0982,,Index,2200,2519858.25,2024-12-09,Unsettled,sell,partial,Directional,CVX,2024-12-06,Trader013,T0032,2024-12-09,,Voice,
,Pending,Prime Brokerage,lch,,5384.67,Confirmed,Wells Fargo,SG,CP0063,Institution,2024-10-11T17:24:31,JPY,,,DEAL00000108,,Arbitrage,,NYSE,EXT46939240,215.14,,INST002343,SHEL FX Forward,FX Forward,True,US5035200575,2024-10-12T17:24:31,2028-12-04,4133709.52,,,P00000108,PrimeBrokerage-3,1678.6661,,FX Forward,2462,4139309.33,2024-10-15,Settled,sell,pending,Directional,SHEL,2024-10-11,Trader032,T0021,2024-10-15,,Voice,
